Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,PageValues,SpecialDay,Q1,Q2,Q3,Q4,IsMajorOS,IsPopularBrowser,Region,TrafficType,Traffic_Type1,Traffic_Type2,Traffic_Type3,Traffic_Type4,TrafficType_Other,Returning_Visitor,Weekend,Total_PageView,Total_TimeSpent,AvgTime_PerPage,Conversion_Efficiency,Revenue
0,0,0,0,4,206.5,0,0,0,0,1,0,0,1,1,1,4,0,0,0,1,0,1,0,4,206.5,41.3,0,0
1,27,2,22,16,408.25,0,0,0,0,1,0,0,0,1,1,4,0,0,0,1,0,1,0,19,457.25,22.8625,0,0
8,245.0833333,1,194,93,3646.966667,0.005154639,4.629470103,0,0,1,0,0,1,1,1,13,0,0,0,0,1,1,0,102,4086.05,39.67038835,0.001132717,0
3,13,0,0,26,2058.5,0,8.887111111,1,0,1,0,0,1,1,1,3,0,0,1,0,0,1,1,29,2071.5,69.05,0.004288112,1
0,0,1,0,50,1115.459524,0.007843137,0,0,0,1,0,0,1,1,6,4,0,0,0,1,0,1,1,51,1115.459524,21.45114469,0,0
0,0,0,0,2,19,0,0,1,0,1,0,0,1,1,3,2,0,1,0,0,0,1,1,2,19,6.333333333,0,0
4,214,1,0,5,259,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,0,1,10,473,43,0,0
3,99,0,0,23,831.6904762,0.004166667,0,0,0,1,0,0,1,1,4,13,0,0,0,0,1,1,0,26,930.6904762,34.47001764,0,0
0,0,0,0,10,126.8333333,0.04,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,10,126.8333333,11.53030303,0,0
5,52.5,0,0,24,1365.5,0.002777778,0,0,0,1,0,0,1,0,7,4,0,0,0,1,0,1,1,29,1418,47.26666667,0,0
0,0,0,0,52,1624.223485,0.007692308,0,1,0,1,0,0,1,1,7,6,0,0,0,0,1,1,1,52,1624.223485,30.64572613,0,0
0,0,0,0,2,0,0.2,0,0,0,1,0,0,1,1,5,13,0,0,0,0,1,1,0,2,0,0,0,0
0,0,0,0,20,1511,0,0,0.6,0,1,0,0,1,1,3,6,0,0,0,0,1,1,0,20,1511,71.95238095,0,0
0,0,0,0,26,364.6666667,0.065384615,0,0.8,0,1,0,0,1,1,3,13,0,0,0,0,1,1,0,26,364.6666667,13.50617284,0,0
5,142.5,1,56,29,1073.5,0,0,0,0,1,0,0,1,1,5,4,0,0,0,1,0,1,0,35,1272,35.33333333,0,0
1,4,0,0,24,957.9,0.025,22.74458333,0.4,0,1,0,0,1,1,6,13,0,0,0,0,1,1,0,25,961.9,36.99615385,0.023620919,1
0,0,0,0,5,134,0.02,0,0,0,1,0,0,1,1,2,2,0,1,0,0,0,1,1,5,134,22.33333333,0,0
0,0,0,0,38,1608.5,0.005263158,0,0.6,0,1,0,0,1,1,5,1,1,0,0,0,0,1,0,38,1608.5,41.24358974,0,0
3,37,1,9,17,1075.713095,0.011111111,0,0,0,1,0,0,1,1,1,2,0,1,0,0,0,1,1,21,1121.713095,50.98695886,0,0
0,0,0,0,16,994.5757576,0.0375,0,0.6,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,16,994.5757576,58.50445633,0,0
0,0,0,0,29,1137.166667,0,22.27457143,0,0,1,0,0,1,0,1,11,0,0,0,0,1,1,1,29,1137.166667,37.90555557,0.019570571,1
5,543,6,320.5,20,2039,0,25.38925926,0,0,1,0,0,1,1,1,2,0,1,0,0,0,1,0,31,2902.5,90.703125,0.008744363,1
0,0,0,0,8,222,0,53.47457143,0,0,1,0,0,1,1,1,2,0,1,0,0,0,0,1,8,222,24.66666667,0.239796284,1
0,0,0,0,4,108,0,0,0.8,0,1,0,0,1,1,3,2,0,1,0,0,0,1,0,4,108,21.6,0,0
5,79,1,12,54,1603.333333,0.005084746,0,0.4,0,1,0,0,1,1,6,4,0,0,0,1,0,1,0,60,1694.333333,27.77595628,0,0
0,0,0,0,3,0,0.2,0,0,0,1,0,0,1,1,9,4,0,0,0,1,0,1,1,3,0,0,0,0
0,0,0,0,6,56.5,0.066666667,0,0,0,1,0,0,1,0,1,3,0,0,1,0,0,1,1,6,56.5,8.071428571,0,0
0,0,0,0,19,522,0.021052632,0,0,0,1,0,0,1,1,7,2,0,1,0,0,0,1,0,19,522,26.1,0,0
8,143.1666667,1,22,87,2531.060479,0.006896552,0.860484729,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,96,2696.227146,27.79615614,0.000319026,0
0,0,0,0,33,601.9714286,0.006451613,0,0,0,1,0,0,1,1,7,13,0,0,0,0,1,1,0,33,601.9714286,17.70504202,0,0
0,0,0,0,18,862,0.044444444,0,0,0,1,0,0,1,1,3,4,0,0,0,1,0,1,0,18,862,45.36842105,0,0
2,738,0,0,26,1840.666667,0.008,0,0,0,1,0,0,1,1,7,13,0,0,0,0,1,1,0,28,2578.666667,88.91954024,0,0
4,132,0,0,85,2299.391667,0.003065134,0,0,0,1,0,0,1,1,2,3,0,0,1,0,0,1,0,89,2431.391667,27.01546297,0,0
2,9.166666667,2,24,80,5426.022078,0.01287478,0,0,0,1,0,0,1,1,6,13,0,0,0,0,1,1,0,84,5459.188745,64.22574994,0,0
8,245.1666667,2,114.5,129,3098.912088,0,9.073052632,0,0,1,0,0,1,0,1,4,0,0,0,1,0,1,1,139,3458.578755,24.70413396,0.002622589,0
0,0,0,0,3,8,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,3,8,2,0,0
0,0,0,0,19,337.1666667,0,0,1,0,1,0,0,1,1,9,3,0,0,1,0,0,1,1,19,337.1666667,16.85833334,0,0
8,246.5,0,0,74,2326.666667,0,5.015272727,0,0,1,0,0,1,0,3,2,0,1,0,0,0,0,0,82,2573.166667,31.00200804,0.001948309,0
0,0,0,0,4,64,0,0,0.4,0,1,0,0,1,0,3,1,1,0,0,0,0,1,0,4,64,12.8,0,0
4,65.16666667,0,0,31,736.7833333,0,0,0.6,0,1,0,0,1,1,8,3,0,0,1,0,0,1,0,35,801.95,22.27638889,0,0
7,156.9,0,0,32,1123.691667,0.002702703,6.588,0,0,1,0,0,1,0,7,2,0,1,0,0,0,0,0,39,1280.591667,32.01479168,0.005140483,1
0,0,0,0,50,1232.02684,0,173.4697917,0,0,1,0,0,1,1,9,2,0,1,0,0,0,0,0,50,1232.02684,24.15738902,0.140686144,1
4,74.21428571,0,0,32,1367.630952,0.008928571,50.82975,0,0,1,0,0,1,1,1,2,0,1,0,0,0,1,1,36,1441.845238,38.96879021,0.03522883,1
0,0,0,0,4,39,0,0,0,0,1,0,0,1,1,8,3,0,0,1,0,0,1,0,4,39,7.8,0,0
5,210.7777778,3,215,33,1887.694444,0.008571429,11.69485714,0,0,1,0,0,1,1,3,13,0,0,0,0,1,1,0,41,2313.472222,55.08267195,0.005052926,1
0,0,0,0,5,48,0.08,0,0.8,0,1,0,0,1,1,4,13,0,0,0,0,1,1,0,5,48,8,0,0
0,0,7,1222.75,11,443,0.035294118,0,0,0,1,0,0,1,1,3,2,0,1,0,0,0,1,0,18,1665.75,87.67105263,0,0
3,92.16666667,1,39,46,1388.866667,0.004166667,24.40764444,0,0,1,0,0,1,0,2,2,0,1,0,0,0,1,0,50,1520.033334,29.80457517,0.016046752,0
3,102,0,0,18,1107.466667,0.022222222,0,0.2,0,1,0,0,1,1,6,3,0,0,1,0,0,1,0,21,1209.466667,54.97575759,0,0
1,37,0,0,81,2533.833333,0.002531646,0,0,0,1,0,0,1,1,3,4,0,0,0,1,0,1,0,82,2570.833333,30.97389558,0,0
0,0,0,0,2,51,0,0,0,0,1,0,0,1,1,1,7,0,0,0,0,1,1,1,2,51,17,0,0
0,0,0,0,3,9,0.066666667,0,0,0,1,0,0,1,1,2,3,0,0,1,0,0,1,1,3,9,2.25,0,0
2,51,0,0,23,637.5,0,0,0,0,1,0,0,1,1,3,13,0,0,0,0,1,1,0,25,688.5,26.48076923,0,0
3,90.51111111,0,0,24,669.9166667,0,0,0,0,1,0,0,1,1,4,3,0,0,1,0,0,0,0,27,760.4277778,27.15813492,0,0
0,0,1,3,29,1005.946429,0.006666667,0,0.8,0,1,0,0,1,1,5,5,0,0,0,0,1,1,0,30,1008.946429,32.546659,0,0
2,37,0,0,24,1270.166667,0.013043478,0,0,0,1,0,0,1,1,1,6,0,0,0,0,1,1,0,26,1307.166667,48.41358026,0,0
8,185,0,0,14,186.1666667,0.021052632,0,0,0,1,0,0,1,1,3,4,0,0,0,1,0,1,0,22,371.1666667,16.13768116,0,0
0,0,0,0,8,140.5,0.025,0,0,0,1,0,0,1,0,1,3,0,0,1,0,0,1,0,8,140.5,15.61111111,0,0
0,0,0,0,9,147,0.022222222,0,0,0,1,0,0,1,1,7,3,0,0,1,0,0,1,0,9,147,14.7,0,0
0,0,0,0,20,769.5,0,0,0,0,1,0,0,1,1,1,13,0,0,0,0,1,1,0,20,769.5,36.64285714,0,0
0,0,0,0,1,0,0.2,0,0,0,1,0,0,0,1,1,3,0,0,1,0,0,1,0,1,0,0,0,0
1,21,0,0,20,973.5833333,0.00952381,0,0,0,1,0,0,1,1,3,4,0,0,0,1,0,1,1,21,994.5833333,45.20833333,0,0
0,0,2,40,12,306.3333333,0.028571429,0,0.8,0,1,0,0,1,0,7,13,0,0,0,0,1,1,0,14,346.3333333,23.08888889,0,0
0,0,0,0,2,10,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,2,10,3.333333333,0,0
0,0,0,0,60,3386,0.025333333,0,0.8,0,1,0,0,1,1,1,6,0,0,0,0,1,1,0,60,3386,55.50819672,0,0
3,131,0,0,8,117.6666667,0,0,0,0,1,0,0,1,1,4,5,0,0,0,0,1,0,1,11,248.6666667,20.72222223,0,0
1,0,0,0,1,0,0.2,0,0.6,0,1,0,0,1,1,4,2,0,1,0,0,0,1,0,2,0,0,0,0
0,0,0,0,9,143.5,0,0,0,0,1,0,0,1,1,1,13,0,0,0,0,1,1,0,9,143.5,14.35,0,0
0,0,0,0,11,1160,0,20.60836364,0,0,1,0,0,1,1,1,4,0,0,0,1,0,0,0,11,1160,96.66666667,0.017750529,1
0,0,0,0,32,1324.666667,0.056666667,10.3976,1,0,1,0,0,1,1,7,1,1,0,0,0,0,1,1,32,1324.666667,40.14141415,0.007843299,0
4,165,0,0,22,1058.189474,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,26,1223.189474,45.30331385,0,0
1,6,0,0,29,354.8333333,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,30,360.8333333,11.63978495,0,0
1,6,0,0,53,2241.5,0.003846154,0,0.4,0,1,0,0,1,0,9,20,0,0,0,0,1,1,0,54,2247.5,40.86363636,0,0
3,30,0,0,37,518,0,0,0,0,1,0,0,1,0,1,3,0,0,1,0,0,1,0,40,548,13.36585366,0,0
3,222.5,0,0,11,764.5,0.015384615,0,0,0,1,0,0,1,1,6,11,0,0,0,0,1,1,0,14,987,65.8,0,0
0,0,0,0,17,582.4,0.066666667,0,0.2,0,1,0,0,1,1,4,13,0,0,0,0,1,1,0,17,582.4,32.35555556,0,0
2,8.5,0,0,3,25.5,0,0,0,0,1,0,0,1,1,5,4,0,0,0,1,0,1,0,5,34,5.666666667,0,0
15,641.5357143,3,298.6666667,13,798.5357143,0,0,0,0,1,0,0,1,1,2,4,0,0,0,1,0,1,0,31,1738.738095,54.33556548,0,0
0,0,0,0,25,629.5,0,0,0,0,1,0,0,1,1,1,13,0,0,0,0,1,1,0,25,629.5,24.21153846,0,0
0,0,0,0,8,623.0769231,0,0,0,0,1,0,0,1,1,4,3,0,0,1,0,0,1,0,8,623.0769231,69.23076923,0,0
10,815.7666667,3,618,129,6657.151362,0.010917582,0,0.4,0,1,0,0,1,1,2,2,0,1,0,0,0,1,0,142,8090.918029,56.57984635,0,0
7,128.1666667,1,41,89,2213.819048,0.013541667,0.936979167,0.4,0,1,0,0,1,1,1,6,0,0,0,0,1,1,0,97,2382.985715,24.31618076,0.000393031,0
0,0,0,0,41,647.8166667,0.0125,0,0.4,0,1,0,0,1,1,6,1,1,0,0,0,0,1,0,41,647.8166667,15.42420635,0,0
6,203.5,0,0,13,645.5,0,0,0.6,0,1,0,0,1,1,3,2,0,1,0,0,0,0,0,19,849,42.45,0,0
10,1271.5,0,0,41,1221.138095,0,71.46597872,0,0,1,0,0,1,1,2,4,0,0,0,1,0,1,0,51,2492.638095,47.93534798,0.028659323,1
0,0,0,0,34,606.7857143,0.017647059,0,0.4,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,34,606.7857143,17.33673469,0,0
11,494.1666667,4,151,180,4773.335638,0.000537634,0,0,0,1,0,0,1,1,3,3,0,0,1,0,0,1,0,195,5418.502305,27.64541992,0,0
13,313.0333333,0,0,135,3700.495815,0.004662005,3.348407692,0,0,1,0,0,1,0,1,4,0,0,0,1,0,1,0,148,4013.529148,26.93643724,0.000834072,0
0,0,2,30.66666667,13,307.5714286,0.013333333,0,1,0,1,0,0,1,1,1,2,0,1,0,0,0,1,1,15,338.2380953,21.13988095,0,0
0,0,0,0,3,293.5,0,0,0.4,0,1,0,0,1,1,1,5,0,0,0,0,1,1,0,3,293.5,73.375,0,0
3,61.19642857,0,0,24,747.4,0.028985507,26.34343478,0.4,0,1,0,0,1,1,6,11,0,0,0,0,1,1,0,27,808.5964286,28.87844388,0.032538971,0
2,10,5,53,37,1578,0,0,0.8,0,1,0,0,1,1,7,4,0,0,0,1,0,1,0,44,1641,36.46666667,0,0
3,602,0,0,64,1810.966667,0.003174603,0,0,0,1,0,0,1,1,1,6,0,0,0,0,1,1,0,67,2412.966667,35.48480393,0,0
0,0,0,0,4,118,0,0,0,0,1,0,0,1,1,8,3,0,0,1,0,0,1,0,4,118,23.6,0,0
0,0,0,0,8,710,0,45.4895,0.8,0,1,0,0,1,1,6,4,0,0,0,1,0,1,0,8,710,78.88888889,0.063979606,1
0,0,0,0,4,87.5,0,0,0,0,1,0,0,1,1,4,3,0,0,1,0,0,1,0,4,87.5,17.5,0,0
0,0,0,0,10,338.5,0,32.382,0,0,1,0,0,1,1,2,1,1,0,0,0,0,1,0,10,338.5,30.77272727,0.095381443,1
0,0,0,0,9,237.3333333,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,9,237.3333333,23.73333333,0,0
0,0,0,0,27,190.25,0.016,0,0.2,0,1,0,0,1,1,3,3,0,0,1,0,0,1,0,27,190.25,6.794642857,0,0
0,0,0,0,11,500,0,44.388,0,0,1,0,0,1,1,3,2,0,1,0,0,0,1,0,11,500,41.66666667,0.088598802,1
0,0,0,0,2,54,0.05,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,2,54,18,0,0
3,19,0,0,53,2544.166667,0.00617284,0,0,0,1,0,0,1,1,3,2,0,1,0,0,0,1,0,56,2563.166667,44.96783626,0,0
11,157.0583333,5,514,79,2605.702273,0,14.8513125,0,0,1,0,0,1,1,7,3,0,0,1,0,0,1,0,95,3276.760606,34.13292298,0.004530933,1
4,203.5,0,0,8,296.55,0,0,0,0,1,0,0,1,1,8,2,0,1,0,0,0,1,0,12,500.05,38.46538462,0,0
6,99.5,0,0,11,143,0,0,0,0,1,0,0,1,0,8,2,0,1,0,0,0,1,0,17,242.5,13.47222222,0,0
2,279.5,0,0,5,426,0,0,0,0,1,0,0,1,1,4,2,0,1,0,0,0,1,1,7,705.5,88.1875,0,0
11,334.75,0,0,20,598.7785714,0,26.59353846,0.2,0,1,0,0,1,0,1,5,0,0,0,0,1,0,0,31,933.5285714,29.17276786,0.028456635,1
0,0,0,0,9,120,0.022222222,0,0,0,1,0,0,1,1,1,4,0,0,0,1,0,1,0,9,120,12,0,0
0,0,0,0,1,0,0.2,0,0.2,0,1,0,0,1,1,4,3,0,0,1,0,0,1,0,1,0,0,0,0
4,144.5,0,0,19,885.125,0.021052632,0,0.6,0,1,0,0,1,1,6,13,0,0,0,0,1,1,0,23,1029.625,42.90104167,0,0
0,0,0,0,3,48,0.066666667,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,3,48,12,0,0
0,0,0,0,27,783.25,0.014814815,0,0.6,0,1,0,0,1,0,3,3,0,0,1,0,0,1,0,27,783.25,27.97321429,0,0
2,282.5,0,0,17,451,0.0625,0,0,0,1,0,0,1,1,3,13,0,0,0,0,1,1,0,19,733.5,36.675,0,0
0,0,0,0,15,259.6666667,0,0,0,0,1,0,0,1,1,2,2,0,1,0,0,0,1,1,15,259.6666667,16.22916667,0,0
0,0,0,0,1,0,0.2,0,0,0,1,0,0,1,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0
2,46.33333333,0,0,11,177.4047619,0.016666667,0,0,0,1,0,0,1,1,5,4,0,0,0,1,0,1,0,13,223.7380952,15.98129252,0,0
0,0,0,0,5,24,0,0,0.2,0,1,0,0,1,1,4,1,1,0,0,0,0,1,0,5,24,4,0,0
0,0,0,0,6,99,0.066666667,0,0.2,0,1,0,0,1,1,2,2,0,1,0,0,0,1,0,6,99,14.14285714,0,0
5,321.6666667,7,460,46,1900.896078,0.017156863,0,1,0,1,0,0,1,1,3,1,1,0,0,0,0,1,1,58,2682.562745,45.46716516,0,0
0,0,0,0,21,1296.716667,0,70.01826316,0,0,1,0,0,1,1,1,2,0,1,0,0,0,1,0,21,1296.716667,58.94166668,0.053954969,1
0,0,1,11,35,926.6690476,0.016666667,0,1,0,1,0,0,1,1,1,4,0,0,0,1,0,1,1,36,937.6690476,25.34240669,0,0
2,29,0,0,2,15,0,0,0,0,1,0,0,1,1,3,6,0,0,0,0,1,1,1,4,44,8.8,0,0
7,84.66666667,2,60,110,5343.049577,0.00877193,0,0.8,0,1,0,0,1,1,1,2,0,1,0,0,0,1,0,119,5487.716244,45.7309687,0,0
3,54,0,0,26,1296.183333,0.036781609,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,29,1350.183333,45.0061111,0,0
0,0,0,0,1,0,0.2,0,0.8,0,1,0,0,1,1,3,13,0,0,0,0,1,1,0,1,0,0,0,0
4,94,0,0,34,1159.666667,0.005714286,16.12416,0,0,1,0,0,1,0,1,4,0,0,0,1,0,1,0,38,1253.666667,32.14529915,0.01285135,0
1,70,0,0,24,496.6666667,0,0,0,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,25,566.6666667,21.7948718,0,0
0,0,0,0,65,624.6248956,0,0,0.8,0,1,0,0,1,0,4,2,0,1,0,0,0,1,0,65,624.6248956,9.46401357,0,0
0,0,0,0,9,177.3333333,0.066666667,0,1,0,1,0,0,1,1,4,1,1,0,0,0,0,1,1,9,177.3333333,17.73333333,0,0
10,253.9,7,218,91,2869.788095,0.002,0,0,0,1,0,0,1,1,3,4,0,0,0,1,0,1,0,108,3341.688095,30.65768894,0,0
0,0,0,0,6,210.2,0.055555556,0,0,0,1,0,0,1,1,4,20,0,0,0,0,1,1,0,6,210.2,30.02857143,0,0
0,0,0,0,5,377,0,0,0.2,0,1,0,0,1,1,6,4,0,0,0,1,0,1,0,5,377,62.83333333,0,0
2,44,2,53,8,667.6666667,0,56.62363636,0,0,1,0,0,1,1,1,4,0,0,0,1,0,1,1,12,764.6666667,58.82051282,0.073953378,1
0,0,0,0,13,350.8333333,0,0,0.6,0,1,0,0,1,1,9,13,0,0,0,0,1,1,0,13,350.8333333,25.05952381,0,0
7,105.75,0,0,124,3394.130159,0.001587302,5.921482086,0,0,1,0,0,1,1,3,11,0,0,0,0,1,1,1,131,3499.880159,26.51424363,0.001691427,0
0,0,0,0,1,0,0.2,0,0,0,1,0,0,1,1,4,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,7,70,0,0,0,0,1,0,0,1,1,1,2,0,1,0,0,0,1,0,7,70,8.75,0,0
8,117.5,0,0,17,545.5,0,0,0,0,1,0,0,1,1,1,13,0,0,0,0,1,1,0,25,663,25.5,0,0
0,0,0,0,33,1324.616667,0.009677419,0,0.2,0,1,0,0,1,1,1,4,0,0,0,1,0,1,0,33,1324.616667,38.95931374,0,0
0,0,0,0,8,5,0.15,0,0.4,0,1,0,0,1,1,1,11,0,0,0,0,1,1,0,8,5,0.555555556,0,0
1,512,0,0,5,322,0,0,0.6,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,6,834,119.1428571,0,0
2,100,1,12,44,1373.95,0,0,0,0,1,0,0,1,1,2,2,0,1,0,0,0,0,1,47,1485.95,30.95729167,0,0
0,0,0,0,2,0,0.2,0,0.8,0,1,0,0,1,1,2,13,0,0,0,0,1,1,0,2,0,0,0,0
0,0,0,0,12,655,0.036363636,0,0.8,0,1,0,0,1,1,1,6,0,0,0,0,1,1,0,12,655,50.38461538,0,0
10,196,0,0,45,939.6333333,0.0125,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,55,1135.633333,20.27916667,0,0
17,975.75,0,0,40,3970.7,0.005555556,8.022839506,0.6,0,1,0,0,1,1,3,4,0,0,0,1,0,1,0,57,4946.45,85.28362069,0.001621611,0
1,7,1,2,43,2325.611905,0.00952381,0,0.8,0,1,0,0,1,1,1,4,0,0,0,1,0,1,0,45,2334.611905,50.75243272,0,0
0,0,0,0,2,70,0,0,0,0,1,0,0,1,1,1,4,0,0,0,1,0,1,1,2,70,23.33333333,0,0
0,0,0,0,12,99,0.176923077,0,0.8,0,1,0,0,1,1,1,13,0,0,0,0,1,1,0,12,99,7.615384615,0,0
2,143.8,1,0,6,90.75,0.022222222,0,0,0,1,0,0,1,1,8,3,0,0,1,0,0,1,0,9,234.55,23.455,0,0
0,0,0,0,2,0,0.2,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,0
3,32,0,0,6,209,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,9,241,24.1,0,0
7,129.6666667,3,42,25,443.25,0.006451613,6.402612903,0,0,1,0,0,1,1,4,4,0,0,0,1,0,1,1,35,614.9166667,17.08101852,0.010395258,0
10,323.55,0,0,46,1044.8,0.017021277,0,0,0,1,0,0,1,1,7,4,0,0,0,1,0,1,0,56,1368.35,24.00614035,0,0
0,0,0,0,1,0,0.2,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,34,783.5666667,0,62.07882353,0,0,1,0,0,1,1,1,6,0,0,0,0,1,1,1,34,783.5666667,22.38761905,0.079124982,1
4,198.5,0,0,43,2124.833333,0,48.864,0,0,1,0,0,1,1,3,4,0,0,0,1,0,1,1,47,2323.333333,48.40277777,0.021022802,1
4,153.25,0,0,19,402.7166667,0,57.474,0,0,1,0,0,1,1,5,4,0,0,0,1,0,0,1,23,555.9666667,23.16527778,0.103191095,1
0,0,0,0,1,0,0.2,0,0,0,1,0,0,1,1,2,19,0,0,0,0,1,1,1,1,0,0,0,0
1,0,2,29,28,557.4047619,0.013793103,0,0.4,0,1,0,0,1,0,3,3,0,0,1,0,0,1,0,31,586.4047619,18.32514881,0,0
0,0,0,0,7,34,0.114285714,0,0.8,0,1,0,0,1,0,6,13,0,0,0,0,1,1,0,7,34,4.25,0,0
5,99,0,0,35,573,0,9.597405405,0.6,0,1,0,0,1,1,1,4,0,0,0,1,0,1,0,40,672,16.3902439,0.014260632,0
1,5,0,0,53,1062.749495,0.007843137,0,0.4,0,1,0,0,1,1,1,4,0,0,0,1,0,1,0,54,1067.749495,19.41362718,0,0
4,109.5,0,0,66,1231.2,0.006280193,10.45437681,1,0,1,0,0,1,1,1,4,0,0,0,1,0,1,1,70,1340.7,18.88309859,0.007791889,0
0,0,0,0,7,98.33333333,0.028571429,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,7,98.33333333,12.29166667,0,0
7,1474.5,2,11.5,129,5293.824709,0.005072464,2.524993961,0.2,0,1,0,0,1,1,3,1,1,0,0,0,0,1,0,138,6779.824709,48.77571733,0.000372373,0
2,38,0,0,77,1230.312302,0,79,0.6,0,1,0,0,1,0,4,2,0,1,0,0,0,1,0,79,1268.312302,15.85390378,0.062238426,0
5,73,0,0,18,498.3333333,0.01,0,0,0,1,0,0,1,0,7,3,0,0,1,0,0,1,0,23,571.3333333,23.80555555,0,0
0,0,0,0,15,225,0,0,0,0,1,0,0,1,1,7,3,0,0,1,0,0,1,0,15,225,14.0625,0,0
3,19.33333333,0,0,28,710.9083333,0.006451613,0,0,0,1,0,0,1,1,8,3,0,0,1,0,0,0,0,31,730.2416666,22.82005208,0,0
0,0,0,0,18,356.5,0.0125,0,0.6,0,1,0,0,1,1,3,2,0,1,0,0,0,0,0,18,356.5,18.76315789,0,0
10,464.15,4,160.5,26,1975.633333,0.017647059,0,0.2,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,40,2600.283333,63.42154471,0,0
0,0,0,0,21,248.8333333,0.01,0,0,0,1,0,0,1,0,6,3,0,0,1,0,0,1,0,21,248.8333333,11.31060606,0,0
0,0,1,2,12,1311,0.053333333,0,0,0,1,0,0,1,1,1,15,0,0,0,0,1,1,0,13,1313,93.78571429,0,0
0,0,0,0,22,2473.25,0.009090909,0,0,0,1,0,0,1,1,3,2,0,1,0,0,0,1,0,22,2473.25,107.5326087,0,0
0,0,0,0,6,72,0,0,0.8,0,1,0,0,1,1,4,4,0,0,0,1,0,1,0,6,72,10.28571429,0,0
1,0,0,0,7,110.75,0,0,0,0,1,0,0,1,1,1,4,0,0,0,1,0,1,1,8,110.75,12.30555556,0,0
0,0,0,0,6,110,0.011111111,0,0,0,1,0,0,1,1,4,2,0,1,0,0,0,1,0,6,110,15.71428571,0,0
6,523.3333333,3,37,34,581.2261905,0.023809524,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,1,1,43,1141.559524,25.94453463,0,0
6,162.5,0,0,39,1634.095238,0,8.604391304,0,0,1,0,0,1,0,5,2,0,1,0,0,0,1,0,45,1796.595238,39.05641822,0.004786612,0
0,0,0,0,18,473.75,0.0375,0,0.6,0,1,0,0,1,1,6,3,0,0,1,0,0,1,0,18,473.75,24.93421053,0,0
2,42,0,0,16,602,0.014705882,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,18,644,33.89473684,0,0
0,0,0,0,1,13,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,0,0,1,13,6.5,0,0
1,4,0,0,49,4651.033333,0.02,0,0.8,0,1,0,0,1,1,7,2,0,1,0,0,0,1,0,50,4655.033333,91.27516339,0,0
0,0,0,0,76,2854.783333,0.005866667,0,0,0,1,0,0,1,1,3,4,0,0,0,1,0,1,0,76,2854.783333,37.07510822,0,0
2,173,0,0,7,224,0.066666667,0,0,0,1,0,0,1,1,8,2,0,1,0,0,0,1,0,9,397,39.7,0,0
0,0,0,0,7,701,0,0,0.8,0,1,0,0,1,0,1,4,0,0,0,1,0,1,0,7,701,87.625,0,0
3,45,0,0,24,506.1666667,0.021333333,0,0.8,0,1,0,0,1,0,2,2,0,1,0,0,0,1,0,27,551.1666667,19.68452381,0,0
0,0,0,0,15,791,0,19.34826667,0,0,1,0,0,1,1,6,1,1,0,0,0,0,1,0,15,791,49.4375,0.02442963,0
0,0,0,0,22,401.1666667,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,1,0,22,401.1666667,17.44202899,0,0
1,4,0,0,6,102,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,0,0,0,7,106,13.25,0,0
0,0,0,0,26,852.7666667,0.001923077,0,1,0,1,0,0,1,1,4,1,1,0,0,0,0,1,1,26,852.7666667,31.58395062,0,0
8,77,0,0,36,2670.869444,0,13.99676923,0,0,1,0,0,1,0,7,2,0,1,0,0,0,1,0,44,2747.869444,61.06376542,0.005091828,0
0,0,0,0,6,105,0.066666667,0,0,0,1,0,0,1,1,4,3,0,0,1,0,0,1,0,6,105,15,0,0
